Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
36307674,"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""1510109188""","=""9781510109186""",5,4.35,Orion Children's Books,Paperback,592,2021,2021,2024/08/16,2024/08/15,"books-that-made-me-cry, couldnot-put-down","books-that-made-me-cry (#8), couldnot-put-down (#36)",read,"I wish this book series had the same momentum given to franchises like <i>The Hunger Games</i> simply so I can delegate out ""Which country are you from in the Grishaverse?"" tests and talk extensively about each character and their best quotes, character developments, and pairings. I guess the closest we have to that right now is in the ACOTAR fandom, and I don't want to be involved there.<br/><br/>Simply put, I love the Grishaverse Bardugo has created. I love how this duology and this book especially dives into the dangers of war tech progression, religious corruption, and social change. I love how characters come together like it's a reunion party. When Kaz Brekker entered the scene, I was so excited! I love how these books can make me cry during burial services because I've grown so attached. And I love how no character is wasted. We find out those with smaller roles in both <i>King of Scars</i> and <i>Rule of Wolves</i> are mentioned in the threads of the other two series. I kept saying:<br/><br/><img src=""https://tenor.com/view/that-worked-out-perfectly-gif-25077660.gif"" width=""120"" height=""200""></img><br/><br/>not because things go well but how things connect from what we've established before.<br/><br/>Do I wish that Nina stayed tied to <spoiler>Matthias</spoiler>? Absolutely. Do I find what she's doing insane, fascinating, and believable? Also absolutely. Do I completely agree with the ending? Absolutely not. But is it insane, fascinating, and believable? Absolutely. DID I WANT A GENYA POV? ABSOLUTELY. But it wouldn't have added anything in the grand scheme of things. I just love Genya. Real Poppy vibes from the UN trilogy.",,,1,0
36307634,"King of Scars (King of Scars, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""125014227X""","=""9781250142276""",5,4.15,Imprint,Kindle Edition,511,2019,2019,2024/08/13,2024/08/06,"couldnot-put-down, books-that-made-me-cry","couldnot-put-down (#35), books-that-made-me-cry (#7)",read,"<i>""We have some bad news.<br/>There's more?<br/>It's Ravka. there's always more.""</i><br/><br/>This book goes HARD, expanding on the world as Ravka faces the consequences of civil war and the events brought about by our favorite thieves in Ketterdam. There are so many escalations happening in this story, but Bardugo manages to keep you interested, surprised, and above all else, hopeful.<br/><br/>Multi-POVs return, and it's just as brilliantly handled as it is in <i>Six of Crows</i>. Nikolai's pov is so natural alongside how we know him from the <i>Shadow and Bone</i> trilogy, and Zoya's pov is a great contrast, especially with how little we understand her from the original books. She quickly became one of my favorite characters. Her anger, sorrow, and resentment is understandable in its grief. The author even manages to introduce a completely new character in the second half of this story who you immediately want to protect at all costs. Isaak and Nina's storylines were my favorite only because their stakes were ever-present and one slip up meant immediate danger.<br/><br/>Had the second book READY after that jaw-dropping conclusion.",,,1,0
217366677,"Unity (UN, #3)",Kailey Bright,"Bright, Kailey",,"=""""","=""9798988230625""",0,5.00,Kailey Bright,Paperback,494,2024,,,2024/08/12,written-by-me,written-by-me (#3),read,,,,0,0
181350812,Bride,Ali Hazelwood,"Hazelwood, Ali",,"=""0593550404""","=""9780593550403""",5,4.00,Berkley,Paperback,396,2024,2024,2024/07/26,2024/02/08,couldnot-put-down,couldnot-put-down (#34),read,"This is a romance I can find myself returning to for cute moments, punchy dialogue, and steamy payoffs. I've never read an Ali Hazelwood romance, and if I'm being honest, I thought she would be terrible at it? But this (and I cannot stress enough) is a <i>great</i> love story with all the fun entanglements that come with an arranged marriage between a vampire and werewolf.<br/><br/>Misery and Lowe just play off each other to a surprisingly genuine degree; they feel like real people teasing, trying to understand one another, and dancing around when feelings are caught. If you love monster romance, omegaverse (yes, home girl goes all in), and marriage of convenience--I am begging you to pick this up and give it a chance.<br/><br/>Hazelwood also creates a strong conflict and history in this world that feels so seamless I worry people aren't going to give her flowers. It's just neat. The world is neat; the characters have different skill sets that I wasn't expecting (I would have dropped everything sooner if you told me Misery was a hacker!); and I love how bold the author is for essentially telling the reader a big secret that Misery has to figure out. The dramatic irony works when she's interacting with Lowe. I never feel frustrated; I feel like I'm picking up all the double meanings out the gate.<br/><br/>Truly my only critique is that secret's reveal. It could have had so much more punch for Misery to find out in the climax <spoiler>if it was like Meg confidently telling Hades that Hercules has no weaknesses and womp womp it's you girlie!!</spoiler> but it doesn't take away from the story for me. You might find more Hazelwood books on my tbr :)",,,1,0
199798179,The Ministry of Time,Kaliane Bradley,"Bradley, Kaliane",,"=""1668045141""","=""9781668045145""",4,3.59,Avid Reader Press / Simon & Schuster,Hardcover,339,2024,2024,2024/07/20,2024/07/18,couldnot-put-down,couldnot-put-down (#33),read,"I absolutely love how our entire perception of Commander Graham Gore is now shaped by Bradley's novel--does she understand how powerful that is? For me to fall in love with a characterized version of a real man who died 200+ years ago and we only have one photo of? I hope she knows.<br/><br/>This is definitely one of those books you just have to read--which might sound unhelpful but <i>trust</i> me, the more blind you go into this, the more you'll be pulled in. But for a little more specific information: The prose is so personal; I love how the nameless protagonist is essentially documenting her year as a housemate to a naval officer from 1845 to the reader similarly to how she's documenting everything to the Ministry. The romance is a charming and realistic friends-to-lovers. And there is great build-up to something going terribly terribly wrong as time travel often encourages.<br/><br/>I feel like I need to reread to fully understand some plot points, and the time traveling logic is very much a 'just go with it' vibe with little explanation on the <i>how</i> of things which is never my favorite way of going about any sci-fi technology. Bradley put so much effort into giving me information about the past; I wish she put a little more effort into the futuristic time door.",,,1,0
50659467,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575567""","=""9781635575569""",3.5,4.17,Bloomsbury Publishing,Paperback,419,2020,2015,2024/07/18,2024/07/14,,,read,"3.5 ⭐<br/><br/><i>Mom, I want to reread The Cruel Prince!<br/>We have The Cruel Prince at home.<br/>The Cruel Prince at home:</i><br/><br/>That might not be an entirely fair assessment, but it was certainly my persistent thought up until the midpoint of <i>A Court of Thorns and Roses</i>. This introduction into Maas's fae series is quite the slowburn, not just in its romance but also in its story. Up until the midpoint where we reach our Fire Night scene, Feyre's journey is relatively stagnant for someone who was kidnapped by a dangerous creature and forced to live with him away from everything she's ever known. As readers, we don't worry for her family's potential starvation the way she does. It's just not something we care about considering their negative/harmful relationship to her and how Tamlin (the fae who kidnaps her) seemingly takes care of them in her absence. As much as I hate how a lot of faerie lore is tossed out the window, I was really hoping they would use the sudden ability to lie in a meaningful way. What if Tamlin isn't actually taking care of them the way he says he is? That would have made Feyre's insistence to find a loophole and escape something we can actually grab onto and want to follow her through that thought-process. But no; it's just faerie lore tossed out the window.<br/><br/>What does grab my attention is the introduction of Rhysand, a potentially even more dangerous High Lord of the Night Court. He's the wrench that actually gets the plot-ball rolling because he adds conflict, fear, stakes, momentum--you get the idea. Up until he walks into Tamlin's dining room, all of the relationships between characters feels muddled (outside of the three sisters; that's clear and great). It's only when Rhysand enters the chat that I actually feel any real connection between Feyre, Tamlin, and Lucien. They're finally being confronted with something and have to do so together and in their own way. I wish there was more brewing tension before Rhysand's arrival; it's like the characters are all waiting for the next big thing to happen the same way you wait for the train to arrive for your morning commute--not when you're tied to the tracks, clawing at your restraints, counting down the seconds until the train strikes you.<br/><br/>The trials are great. I love how everything has weight, how everyone uses Feyre for their own gain, and ultimately, how love triumphs all. There's plenty of foreshadowing of what is to come next, and the book ends on a comforting note that leaves you itchy for the next installment. I gotta wait 20 weeks though for my copy from the library so don't wait up.",,,1,0
50531218,"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""0241480744""","=""9780241480748""",3,4.19,Penguin,Hardcover,380,2021,2021,2024/07/10,2024/07/02,,,read,"I need a whiteboard to properly draw out this messy, messy family. I'm assuming/hoping Barnes has one stashed away somewhere to make sure she kept track of everything. The beginning of this book honestly dragged for me and caught my attention as plot threads became more and more complicated. But with that complication came convolution, and Barnes struggles to hold <i>The Hawthorne Legacy</i> on that tightrope. Compels me though. The love triangle is still vague; it's pretty clear who she'll choose considering how much time and energy she spends with one over the other. There's moments where Avery isn't sure, but I love how it's more about her feeling like there's no one for her rather than both. The seaside romance Max brings up is honestly the best recurring motif, and I wasn't expecting to enjoy that question haunting Avery as she continues trekking through the nightmare that is her new life: <i>Close your eyes. Picture yourself standing on a cliff overlooking the ocean. The wind is whipping in your hair. The sun is setting. You long, body and soul, for one thing. One person. You hear footsteps behind you. You turn. Who's there?</i>",,,1,0
14061957,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5,3.98,Henry Holt and Company,Hardcover,350,2014,2014,2024/07/07,2024/07/03,,,read,"Edit: Okay I think I'm distanced enough now to give a proper written review<br/><br/>I'm so satisfied with the conclusion of this trilogy and the third book as a whole. Bardugo wraps this trilogy with intentional hands, offering us final darklina moments, a plot twist that I did not see coming but is a jaw-dropping-oh-my-gosh-this-changes-everything-that's-so-good twist that's been coming since book 1, and some cool expansions to both Alina's power and the world at large. With such a large death count too, I was really worried for all my favorite characters. The tension and stakes are ever-present, and if you forget for one second, Bardugo choses the right moment to make sure you don't.<br/><br/><spoiler>I know a lot of people don't like it when the female lead loses/sacrifices her powers at the end, but I think this is a rare instance where this works on every level. Welcome to my brief video essay. Firstly, she thought she would be ascending to the highest form of power and claimed the exact opposite. She didn't willingly sacrifice her powers because she didn't know that would be the consequence. Secondly, her connection to the Darkling is severed forever because now ""she is nothing"". When he realizes that he is now forever alone in the world--heartbreaking--her realizing that he can never haunt her in the same way again--amazing. Thirdly, her and Mal finally get to live their ordinary life! The one they tried to escape to and the one that they thought they could never have is now here. I'm crying. It's brilliant. She won't outlive him; they can run into the meadow whenever they want; they are free to choose each other without the obligations of sainthood or queenhood or anything else Alina didn't want to be since the beginning. You are welcome to disagree, go write fanfic.</spoiler><br/><br/>I have to add some of my favorite quotes because they will live rent free in my head forever:<br/><i>""You could have made me a better man.""/""You could have made me a monster.""</i><br/><i>""I am not ruined. I am ruination.""</i><br/><i>""Beauty was your armor. Fragile stuff, all show. But what's inside you? That's steel. It's brave and unbreakable. And it doesn't need fixing.""</i><br/><i>""He watches her the way Harshaw watches fire. Like he’ll never have enough of her. Like he’s trying to capture what he can before she’s gone.""</i><br/><i>""I’ve never understood this taste for otkazat’sya. Is it because you thought you were one of them for so long?”/“I had a taste for you, once.""</i><br/><i>""They had an ordinary life, full of ordinary things—if love can ever be called that.""</i>",,,1,0
22918050,"The Heir (The Selection, #4)",Kiera Cass,"Cass, Kiera",,"=""""","=""""",2.5,3.63,HarperTeen,Kindle Edition,342,2015,2015,2024/06/15,2024/06/13,,,read,"2.5 ⭐<br/><br/>It's hard to review a book that shouldn't exist...or at the very least a book that should not be a direct sequel to <i>The One</i>.<br/><br/>We don't have any opportunity to sit in the weight of Book 3's ending. It was the first time we see death on a personal level in this series, and it's a complete waste not to mourn for people you've made us care about. We're supposed to believe that America's journey is over when that cannot be further from the truth. Wrapping up the revolution loose ends in their first year of marriage should have been the 4th and final book and this subsequence Heir/Crown duology should have come later.<br/><br/>That being said, I've tried to give this book a fair shake. After all, it does exist despite my protest. I like that Eadlyn is a dislikable character; her unique position as the first female heir mixed with her privileged position means she's distant, unsympathetic, and shallow. Which makes for great conflict with the relationship she has with herself, the Selected, and the country at large.<br/><br/>However, Eadlyn doesn't become someone we can root for or root against. There's sparse moments where we as the reader want her to disrupt the Selection or embrace it. I simply don't care nearly as much because the stakes aren't worrisome. With America, she could be eliminated at any moment, and there's real fear in Maxon's decision to keep or boot her. With Eadlyn, she is the one eliminating. I like how the author makes us root for a lot more of the Selected instead of the original trilogy's love triangle, but unfortunately that means that all of them would make a great choice and I'm not as worried about who she chooses. (Team Erik though if I get any say).<br/><br/>I also would be amiss if I didn't mention the pacing. What has worked for Kiera Cass in the past is not working here. There was nothing satisfying about Eadlyn finally taking the Selection seriously the same way it's satisfying for America to take her role as the Selected seriously. And I think it has to do with everything I've already mentioned. I imagine this book would have been more successful if we ended part 1 with her flip in priorities/motivations and continued forward without a cliffhanger. I'm determined to finish out this series, but unfortunately, I don't have the same excitement.",,,1,0
59808071,"The Ballad of Never After (Once Upon a Broken Heart, #2)",Stephanie Garber,"Garber, Stephanie",,"=""1250268427""","=""9781250268426""",3.5,4.50,Flatiron Books,Hardcover,416,2022,2022,2024/06/27,2024/06/26,couldnot-put-down,couldnot-put-down (#32),read,"3.5 ⭐<br/><br/>Did this book put a spell on me? Am I cursed? The urgency in which I needed to read this story is unnatural. The need for me to compile an angry playlist for EvaJacks is vicious.<br/><br/>The pacing in <i>The Ballad of Never After</i> is way better than its predecessor. The story beats are much more fleshed out, and there is a stronger balance between the tense/action moments and the calm/recovery moments. I will remember this one a lot more than I will the first; every interaction adds more and more tension between Evangeline and Jacks, and we get a stronger understanding for his actions even when they hurt. Especially when they hurt. I still think it's hard for me to fully fall for him the way I'm so clearly meant to because I've dated guys who don't know how or refuse to express their true feelings and that's why it only works in fantasy. But I'm hopeful that the third will force him to do what he's been holding back from so far.<br/><br/>And what continues to make me so conflicted is the obviousness of story elements vs the obliviousness of our leading gal. I like that Evangeline is naïve and trusting and wants to see the good in people; that makes her a great foil to Jacks and ultimately defines her as a person. But she's also categorized and seen as clever and contemplative; she's constantly trying to figure out Jacks thoughts/motives/feelings and there are key moments where she gets herself out of a bind by outsmarting the people around her or using something she shouldn't know to her advantage. Her actions and important ""I didn't think before I acted"" moments in this book contradict with what we've already established, and I can't stand it. <spoiler>(The major exception being her finally realizing that she loves Jacks and could potentially break his curse through the power of love; that makes sense that she didn't think about that before now. But you're gonna tell me that she didn't once think that the arch hidden away behind a magically-locked door supposedly holding the Valor secrets could in fact be the Valory arch she's swore not to open? Crazy.)</spoiler>",,,1,0
48842192,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,"Meyer, Marissa",,"=""1250768926""","=""9781250768926""",5,4.42,Square Fish,Paperback,823,2020,2015,2023/12/06,2023/12/12,"couldnot-put-down, reader-suggested","couldnot-put-down (#10), reader-suggested (#11)",read,"Winter is the longest book I've ever read, but it never felt weighed down, sluggish, or off-pace. There are many moments within this finale that are genuinely jaw-dropping/fan-girling/running around your room. At this point, Meyer is having point of view switches for every major character and the book reads like a movie because of it. The most cinematic book I've ever read, and I never grew bored. I'm amazed at how Meyer can deviate her titular characters in terms of personality, actions, and inner thoughts while also managing for them to work together in unexpected and natural ways. The same goes for romance pairs. You'd think Meyer couldn't invest us into a fourth couple, but she caught me in a snar with a princess/body-guard trope. I love how everyone collides here. No one feels wasted. Every victory and defeat is earned. The revolution is natural and realistic. Genuinely, this series as a whole has taught me plenty about being a better writer and it's become part of my identity. I cannot recommend it enough.",,,1,0
48842191,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,"Meyer, Marissa",,"=""125076890X""","=""9781250768902""",5,4.40,Square Fish,Paperback,550,2020,2014,2023/12/03,2023/11/27,"couldnot-put-down, reader-suggested","couldnot-put-down (#9), reader-suggested (#10)",read,"Oh boy, I knew I was automatically going to like Cress as a short techie gal myself but I was not prepared for how well Meyer would bring her and Thorne closer through the most harrowing, gruesome journey seen in this series so far. Meyer goes into overdrive with page after page of new character dynamics, rising stakes, and romantic beats. These elements are within the first two books for sure, but they are elevated a few notches in the third book. I immediately borrowed Winter within a heartbeat of reading this one. If I had any critique or dislike for this book, it would be how Scarlet gets the short end of the stick when it comes to her screen time and situation. We just finished an entire novel with her as the central character, and I especially became invested with her and Wolf. However, with so many active players, I can be sad but understand why Meyer chose Scarlet for her plot thread.",,,1,0
62816044,"A Curse for True Love (Once Upon a Broken Heart, #3)",Stephanie Garber,"Garber, Stephanie",,"=""1250851203""","=""9781250851208""",4,4.15,Flatiron,Hardcover,386,2023,2023,2024/07/04,2024/07/04,couldnot-put-down,couldnot-put-down (#31),read,"Me, slapping the book closed: that was absolutely electrifying<br/>Me, 20 minutes later: wait, what happened to like half the characters?",,,1,0
55835986,Small Favors,Erin A. Craig,"Craig, Erin A.",,"=""0593306740""","=""9780593306741""",4.5,4.01,Delacorte Press,Hardcover,466,2021,2021,2024/07/01,2024/06/29,,,read,"4.5 ⭐<br/><br/>The way I kept looking behind me while reading this book. Erin Craig knows how to use my imagination against me in her writing. She's a horror novelist through and through; even as I was terrified in my own home, I kept reading into the witching hour because the story is so gripping. Everything works: the setting of an isolated town, a close-knit community with long-standing grudges, unknown monsters beyond the forest line, and a lead who must keep her family afloat through the turmoil that follows. The seasonal sections and the throws of surviving winter reminds me of <i>The Grace Year</i>, and the moments of reprieve are not just enjoyable but hold hidden meaning that will come important later.<br/><br/>I wish the bees held a little more importance in the climax; I expected her skills and affinity for the bees to help her understand the threat better but the way they stand is perfectly fine, especially as it relates to her familial relationships and her own sense of self. And ironically I wish the titular Small Favors were more ever-present. I was like 80% of the way through this book and was like ""where are the small favors?"". I can understand keeping this a secret from the main character and by extension the reader, but the title and synopsis explicitly reference how these monsters ask for small favors and we only experience *one* first-hand. Feels like a missed opportunity to either keep that thread a secret or have favors pile on top of each other until they escalate into something dangerous. Still great otherwise.",,,1,0
55987278,"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250268397""","=""9781250268396""",3,4.06,Flatiron Books,Hardcover,408,2021,2021,2024/06/24,2024/06/24,couldnot-put-down,couldnot-put-down (#30),read,"I'm conflicted. I breezed through this book; my heart raced trying to piece the story together and find out what Evangeline would do next to get out of her bind. But while there were definitely fun elements and shocking moments throughout this story, it is a little too chaotic. A lot of the story beats breeze by as quickly as I read them. There's deals with gods, an ironclad prophecy, vampires, a murder mystery, an attempted murder mystery, a never-ending gala that ends after its first day, several weddings, multiple enchantments, and a lot more I'm sure I've forgotten since starting this. I wish we slowed down to flesh out these beats more because the small reprieves we do have between characters are by far the standout.<br/><br/>I also couldn't help but feel like I was being talked down to. As though the author didn't trust me enough to pick up on emotional ques or foreshadowing beats. Thankfully it's not throughout the entire book but definitely glaring when there.",,,1,0
14061955,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5,3.81,Henry Holt and Company,Hardcover,435,2013,2013,2024/06/22,2024/06/20,couldnot-put-down,couldnot-put-down (#29),read,"Leigh Bardugo knows what the people want, and she delivers with no holds barred. The Darkling is back as the source of Alina's terror and comfort, and would you judge me if those were my favorite parts of the book? The ""like calls to like"" motif is chefs kiss and a great throughline for a lot of the conflict, internal turmoil, and even world expansion. Strumhond is a great addition to the Grishaverse as a Han Solo type, and even though I completely spoiled myself in regards to him by reading <i>Six of Crows</i> first, picking up all the foreshadowing was thoroughly enjoyable. Poor Mal--just poor Mal. I'm feverishly awaiting whoever is borrowing the third and final installment to give it to me as soon as possible. I have no idea what's going to happen, but I'm ready to find out.<br/>",,,1,0
30969741,An Enchantment of Ravens,Margaret  Rogerson,"Rogerson, Margaret",,"=""1481497588""","=""9781481497589""",4,3.64,Margaret K. McElderry Books,Hardcover,304,2017,2017,2024/06/20,2024/06/18,couldnot-put-down,couldnot-put-down (#28),read,"What do you mean this is a standalone?! I could read so much more. So creative and clever. I love how human Craft is the most coveted and dangerous ability to eternal beings, and I love what Margaret Rogerson has to say with that juxtaposition. The worldbuilding is so natural despite my little knowledge of fae mythos, and the writing style just adds to the whimsical, surrealist world we find ourselves in. After reading some other fae-related work, this one by far has the most grotesque depiction, which again, works so well for the story at hand.<br/><br/>I really wish there was a sequel or even a trilogy! Not that this book leaves you on a cliffhanger or is unsatisfactory in any way--the ending just has a great jumping off point for what could happen next. <spoiler>I desperately want to know if and how the fair ones begin to change seeing themselves with human traits. I want to see the marriage between Rook and Isobel and the trials they must face as the first human/fae couple to not only exist but be the king and queen of the entire court. Ah!</spoiler><br/><br/>I also wish we spent more time in the beginning chapters with Rook and Isobel as she paints him. Drawing out that process would have made me believe in their connection sooner as intended rather than later. Give me some more <i>Portrait of a Lady on Fire</i> moments if you will.<br/><br/><img src=""https://media1.tenor.com/m/lQkXmHoeiH8AAAAC/oliver-twist.gif"" width=""150"" height=""130"" alt=""please sir may I have some more meme""></image>",,,1,0
26074181,"The Crown (The Selection, #5)",Kiera Cass,"Cass, Kiera",,"=""0062392174""","=""9780062392176""",3,3.62,HarperCollins,Hardcover,278,2016,2016,2024/06/17,2024/06/17,,,read,"Finished on a triumphant note, though now I really wish to see Eadlyn take on the public in the aftermath of her proposal/Selection and her declaration that shook the country's entire core government. Now is the time for her to learn from each Selected boy who became her friend! I guess my ship winning out will have to suffice.",,,1,0
18635016,"The One (The Selection, #3)",Kiera Cass,"Cass, Kiera",,"=""0062059998""","=""9780062059994""",5,4.14,HarperCollins,Hardcover,323,2014,2014,2024/06/12,2024/06/12,,,read,"This book shredded me to pieces. Everything we've been building toward is here and ready to fall apart in the best way. There are so many setups and payoffs; the expected was just as satisfying as the unexpected. I don't think I've wanted to talk about my progress into a book series more than I have this year with <i>The Selection</i>. The DRAMA. So many quality moments, dialogue exchanges, and jaw-dropping tension. The letters, you guys? Wrecked me. The death toll? Insane. I did expect reality tv to play more into this series as a whole since this is pretty much the Bachelor in a dystopian kingdom setting, but America just causes drama herself. She doesn't need any help there (in the best and worse way), and she does not back down against anyone in <i>The One</i>.<br/><br/>What became maddening was America's dishonesty. So many times she had the chance to come clean about her personal guard being her ex-boyfriend and tell the prince her true feelings, but she kept quiet. Home girl could cleverly outsmart the king in front of the entire nation (my FAVORITE part of the entire series) but could not say I love you first. The author goes to great lengths for us to understand her hesitant point of view, but that doesn't stop me from pacing my house and pretending to jump off my balcony...which I guess is what you want from a reader in the first place.",,,1,0
16248068,"The Elite (The Selection, #2)",Kiera Cass,"Cass, Kiera",,"=""0062059963""","=""9780062059963""",4,3.94,HarperCollins,Hardcover,336,2013,2013,2024/06/10,2024/06/10,couldnot-put-down,couldnot-put-down (#27),read,"At first, I was worried this book was going to drag <i>hard</i> while America fumbled between her first love (now a royal guard) and her new love (the literal prince). We all know she should choose the prince. And the author knows this too because we get a lot more insight into the prince's personal life, motivations, and contradictories. There were times where I genuinely hated him, and that helped drive the decision making into something much more daunting and ambiguous. I love the increased rebel activity as the country's unrest becomes much more unstable, and I adore how America refines her brave nature by outwardly fighting back against the system at play. It was there in the first book when she personally lead her maids to a safe room (and became their friends), but Kiera Cass takes full advantage of her background in a poor caste to stand out against the remaining girls. We also get closer to the royal family as the contestants dwindle, and I'm excited to see how the king starts to become the main antagonist of the story while the Northern rebels become potential allies.<br/><br/>Unfortunately, the second book does get a little muddled between the initial book and the showstopper of a third. A lot of what I'm saying here also applies to <i>The One</i> and I think I'll find myself rereading the first or third books more often for my favorite moments than this one. Still, an excellent second entry and a worthwhile read.<br/>",,,1,0
10507293,"The Selection (The Selection, #1)",Kiera Cass,"Cass, Kiera",,"=""0062059939""","=""9780062059932""",5,4.07,HarperTeen,Hardcover,336,2012,2012,2024/06/07,2024/06/05,couldnot-put-down,couldnot-put-down (#26),read,"I keep toggling between a 4 and a 5 so let's just do 5. I did not expect to get as engrossed in this story as I did; I honestly put this book off for a long time because of the main character's name. I've gotten used to it but I'm still kind of put off. Her name does have a deeper meaning, but it takes a little too long for us to get there. What Kiera Cass does best though is pacing. Every chapter made me want to start the next, and I found myself shocked to be so close to the ending. I felt like I just began! I can tell you already that the next two books do this exceedingly well, too. Everything in the first book just works: the conflict between her first love and her new love, the contest and its trials/eliminations, and whether or not America wants to take this all seriously. Could she truly be princess material?<br/><br/>Looking back, I must say that the confidant angle didn't go as far as I wanted. Prince Maxon and America understand that she's just here to eat cake and recover from her breakup, so they team up as friends. There's a few times where she helps steer him in the direction of a few girls, but not a lot of the story or their initial time together is devoted to that. I would have loved to see a few more scenes where she's mapping out all the girls, giving him advice on conversation, and who to mingle with until she realizes she wants that attention too. I also wish that the book was a little longer so we could have more time with each contestant, at least the ones who become the final six that start the next book. I didn't know anything about half of them when they were announced, but that leaves room to explore them better in <i>The Elite</i>.",,,1,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",3,3.66,"Little, Brown and Company",Paperback,498,2006,2005,2024/06/04,2024/05/28,,,read,"A classic in its own right. I found myself enjoying the slower pace, how each scene flows into the next, and how organic the plot progresses. Bella's complete lack of self-preservation is something we probably made fun of in 2008 but is oddly relatable reading and writing in the supernatural romance genre today (oddly enough I think of Cruel Prince for comparison). Her internal monologue is also endearing most of the time--you get a real sense of being the new kid, the anxieties that come with trying to blend in, and how uncomfortable it can be to stand out. I also loved the genuine moments of teenage love between her and Edward. Hiding under the covers (while her dad is downstairs) talking about jealousy and intimacy is the most giddy, kicking my feet moment I wasn't expecting.<br/><br/>The most glaring problem with the romance is how often Edward tells her to stay away from him and that they shouldn't be together. I understand there's a real danger in their courtship and they're staying together despite their better judgement, but the sheer amount of reminders doesn't offer them any favors.",,,1,0
10194157,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250048117""","=""9781250048110""",3,3.92,Henry Holt & Company,Hardcover,358,2012,2012,2024/05/24,2024/05/23,,,read,"It's giving rudimentary YA Fantasy. The foundation of what we have today within the genre. The underdog gains world-shattering powers, the morally-grey villain is great in his role, and we dive headfirst into a well-thought out fantasy world divided quite literally in two. Really enjoyed the progression of Alina's character and power development. Thoroughly enjoyed the small pieces of complexity we earned from the Darkling. Even just him being an Amplifier makes Alina's body conflict with her mind and that is *chef's kiss*. However, the foreshadowing is a little too obvious and large parts of the plot progression make sense but aren't satisfying.<br/><br/>Reading the <i>Six of Crows</i> duology first tells me that Bardugo just gets more comfortable and crazy in her world as she writes more so you best believe I'm picking up book 2.",,,1,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1627792120""","=""9781627792127""",5,4.47,Henry Holt & Company,Hardcover,480,2015,2015,2024/04/22,2024/04/20,"couldnot-put-down, top-5-2024","couldnot-put-down (#23), top-5-2024 (#3)",read,"Oh dear, I'm falling into the Grishaverse aren't I?<br/><br/>Heist movies always heighten my anxiety--what's going to go wrong, how are they going to pivot, who will survive--and <i>Six of Crows</i> delivers on all fronts and more. Bardugo makes juggling six POVs look easy; all of the characters have detailed backstories that are naturally revealed as the story progresses, skillsets that are tested to their limits, and motivations that are deeply rooted and often conflict with each other. There's so many little set-ups and pay-offs that keep you on your toes, and I thoroughly enjoyed the pieces of friendship and romance scratching its way to the surface.<br/><br/>The world is also so easy to see and breathe and experience. This is my first step into the Grishaverse, but I already feel like I belong there. Which is so odd to say because there is no way I would realistically survive in a criminal setting as Ketterdam. I'm reeling to read the second.",,,1,0
